STN_CD, KOR_STN_NM, AGGR_YMDHMS
3900274,신풍,20191015000000
3900275,덕양,20191015000000
3900276,여천,20191015000000
3900277,미평,20191015000000
3900278,만성,20191015000000
3900279,여수엑스포,20191015000000
3900280,오송,20191015000000
3900281,청주,20191015000000
3900282,오근장,20191015000000
3900283,청주공항,20191015000000
3900284,내수,20191015000000
3900285,증평,20191015000000
3900286,도안,20191015000000
3900287,보천,20191015000000
3900288,음성,20191015000000
3900289,소이,20191015000000
3900290,주덕,20191015000000
3900291,달천,20191015000000
3900292,충주,20191015000000
3900293,목행,20191015000000
3900294,동량,20191015000000
3900295,삼탄,20191015000000
3900296,공전,20191015000000
3900297,구로경인분,20191015000000
3900298,구일,20191015000000
3900299,개봉,20191015000000
3900300,오류동,20191015000000
3900301,온수,20191015000000
3900302,역곡,20191015000000
3900303,소사,20191015000000
3900304,부천,20191015000000
3900305,중동,20191015000000
3900306,송내,20191015000000
3900307,부개,20191015000000
3900308,부평,20191015000000
3900309,백운,20191015000000
3900310,동암,20191015000000
3900311,간석,20191015000000
3900312,주안,20191015000000
3900313,도화,20191015000000
3900314,제물포,20191015000000
3900315,도원,20191015000000
3900316,동인천,20191015000000
3900317,인천,20191015000000
3900318,봉명,20191015000000
3900319,쌍용나사렛,20191015000000
3900320,아산,20191015000000
3900321,배방,20191015000000
3900322,온양온천,20191015000000
3900323,신창,20191015000000
3900324,도고온천,20191015000000
3900325,학성,20191015000000
3900326,선장,20191015000000
3900327,신례원,20191015000000
3900328,예산,20191015000000
3900329,오가,20191015000000
3900330,삽교,20191015000000
3900331,화양,20191015000000
3900332,홍성,20191015000000
3900333,신성,20191015000000
3900334,광천,20191015000000
3900335,원죽,20191015000000
3900336,청소,20191015000000
3900337,주포,20191015000000
3900338,대천,20191015000000
3900339,주교,20191015000000
3900340,남포,20191015000000
3900341,웅천,20191015000000
3900342,간치,20191015000000
3900343,판교,20191015000000
3900344,주산,20191015000000
3900345,서천,20191015000000
3900346,장항,20191015000000
3900347,기동,20191015000000
3900348,군산,20191015000000
3900349,삼산,20191015000000
3900350,군산화분기,20191015000000
3900351,대야,20191015000000
3900352,임피,20191015000000
3900353,오산리,20191015000000
3900354,장항화물,20191015000000
3900355,신촌,20191015000000
3900356,가좌,20191015000000
3900357,디지털시티,20191015000000
3900358,수색,20191015000000
3900359,화전,20191015000000
3900360,구강매,20191015000000
3900361,행신,20191015000000
3900362,능곡,20191015000000
3900363,대곡,20191015000000
3900364,곡산,20191015000000
3900365,백마,20191015000000
3900366,풍산,20191015000000
3900367,일산,20191015000000
3900368,탄현,20191015000000
3900369,운정,20191015000000
3900370,금릉,20191015000000
3900371,금촌,20191015000000
3900372,월롱,20191015000000
3900373,파주,20191015000000
3900374,문산,20191015000000
3900375,운천,20191015000000
3900376,임진강,20191015000000
3900377,도라산,20191015000000
3900378,판문,20191015000000
3900379,효창공원앞,20191015000000
3900380,서강대,20191015000000
3900381,용산경원분,20191015000000
3900382,이촌,20191015000000
3900383,서빙고,20191015000000
3900384,한남,20191015000000
3900385,옥수,20191015000000
3900386,응봉,20191015000000
3900387,왕십리,20191015000000
3900388,청량리,20191015000000
3900389,회기,20191015000000
3900390,외대앞,20191015000000
3900391,신이문,20191015000000
3900392,석계,20191015000000
3900393,광운대,20191015000000
3900394,월계,20191015000000
3900395,녹천,20191015000000
3900396,창동,20191015000000
3900397,방학,20191015000000
3900398,도봉,20191015000000
3900399,도봉산,20191015000000
3900400,망월사,20191015000000
3900401,회룡,20191015000000
3900402,의정부,20191015000000
3900403,가능,20191015000000
3900404,녹양,20191015000000
3900405,양주,20191015000000
3900406,마전,20191015000000
3900407,덕계,20191015000000
3900408,덕정,20191015000000
3900409,지행,20191015000000
3900410,동두천중앙,20191015000000
3900411,보산,20191015000000
3900412,동두천,20191015000000
3900413,소요산,20191015000000
3900414,초성리,20191015000000
3900415,한탄강,20191015000000
3900416,전곡,20191015000000
3900417,연천,20191015000000
3900418,신망리,20191015000000
3900419,대광리,20191015000000
3900420,신탄리,20191015000000
3900421,신공덕,20191015000000
3900422,화랑대,20191015000000
3900423,퇴계원,20191015000000
3900424,사릉,20191015000000
3900425,금곡,20191015000000
3900426,평내호평,20191015000000
3900427,마석,20191015000000
3900428,대성리,20191015000000
3900429,청평,20191015000000
3900430,상천,20191015000000
3900431,가평,20191015000000
3900432,굴봉산,20191015000000
3900433,백양리,20191015000000
3900434,강촌,20191015000000
3900435,김유정,20191015000000
3900436,남춘천,20191015000000
3900437,춘천,20191015000000
3900438,대정,20191015000000
3900439,원릉,20191015000000
3900440,삼릉,20191015000000
3900441,벽제,20191015000000
3900442,일영,20191015000000
3900443,장흥,20191015000000
3900444,온릉,20191015000000
3900445,송추,20191015000000
3900446,이문,20191015000000
3900447,오봉,20191015000000
3900448,옥마,20191015000000
3900449,원두,20191015000000
3900450,춘장대,20191015000000
3900451,동백정,20191015000000
3900452,산본,20191015000000
3900453,수리산,20191015000000
3900454,대야미,20191015000000
3900455,반월,20191015000000
3900456,상록수,20191015000000
3900457,한대앞,20191015000000
3900458,중앙,20191015000000
3900459,고잔,20191015000000
3900460,초지,20191015000000
3900461,안산,20191015000000
3900462,신길온천,20191015000000
3900463,정왕,20191015000000
3900464,오이도,20191015000000
3900465,범계,20191015000000
3900466,평촌동,20191015000000
3900467,인덕원,20191015000000
3900468,과천청사,20191015000000
3900469,과천,20191015000000
3900470,대공원,20191015000000
3900471,경마공원,20191015000000
3900472,선바위,20191015000000
3900473,선릉,20191015000000
3900474,한티,20191015000000
3900475,도곡,20191015000000
3900476,구룡역,20191015000000
3900477,개포동,20191015000000
3900478,대모산입구,20191015000000
3900479,수서,20191015000000
3900480,복정,20191015000000
3900481,가천대,20191015000000
3900482,태평,20191015000000
3900483,모란,20191015000000
3900484,야탑,20191015000000
3900485,이매,20191015000000
3900486,서현,20191015000000
3900487,수내,20191015000000
3900488,정자,20191015000000
3900489,미금,20191015000000
3900490,오리,20191015000000
3900491,죽전,20191015000000
3900492,보정,20191015000000
3900493,분당기지,20191015000000
3900494,지축,20191015000000
3900495,삼송,20191015000000
3900496,원당,20191015000000
3900497,화정,20191015000000
3900498,3대곡,20191015000000
3900499,백석,20191015000000
3900500,마두,20191015000000
3900501,정발산,20191015000000
3900502,주엽,20191015000000
3900503,대화,20191015000000
3900504,지축기지,20191015000000
3900506,두원,20191015000000
3900507,옥산,20191015000000
3900508,청리,20191015000000
3900509,상주,20191015000000
3900510,백원,20191015000000
3900511,양정,20191015000000
3900512,함창,20191015000000
3900513,점촌,20191015000000
3900515,용궁,20191015000000
3900516,개포,20191015000000
3900519,예천,20191015000000
3900523,어등,20191015000000
3900526,주평,20191015000000
3900527,진남,20191015000000
3900528,신현,20191015000000
3900529,마성,20191015000000
3900530,문경,20191015000000
3900531,개정,20191015000000
3900532,군산화물,20191015000000
3900533,옥구,20191015000000
3900534,연무대,20191015000000
3900536,가은,20191015000000
3900537,장성화물,20191015000000
3900538,극락강,20191015000000
3900539,광주,20191015000000
3900540,대불,20191015000000
3900541,북전주,20191015000000
3900542,부강화물,20191015000000
3900543,신동화물,20191015000000
3900544,흥국사,20191015000000
3900545,적량,20191015000000
3900546,초남,20191015000000
3900547,황길,20191015000000
3900548,태금,20191015000000
3900549,광양항,20191015000000
3900550,북영주분기,20191015000000
3900551,문단,20191015000000
3900552,봉화,20191015000000
3900553,거촌,20191015000000
3900554,봉성,20191015000000
3900555,법전,20191015000000
3900556,춘양,20191015000000
3900557,녹동,20191015000000
3900558,임기,20191015000000
3900559,현동,20191015000000
3900560,분천,20191015000000
3900561,양원,20191015000000
3900562,승부,20191015000000
3900563,석포,20191015000000
3900564,동점,20191015000000
3900565,철암,20191015000000
3900566,백산,20191015000000
3900567,동백산,20191015000000
3900568,통리,20191015000000
3900569,심포리,20191015000000
3900570,흥전,20191015000000
3900571,나한정,20191015000000
3900572,도계,20191015000000
3900573,고사리,20191015000000
3900574,하고사리,20191015000000
3900575,마차리,20191015000000
3900576,신기,20191015000000
3900577,상정,20191015000000
3900578,미로,20191015000000
3900579,도경리,20191015000000
3900580,동해,20191015000000
3900581,묵호,20191015000000
3900582,망상,20191015000000
3900583,망상해변,20191015000000
3900584,옥계,20191015000000
3900585,정동진,20191015000000
3900586,안인,20191015000000
3900587,강릉,20191015000000
3900588,별어곡,20191015000000
3900589,선평,20191015000000
3900590,정선,20191015000000
3900591,나전,20191015000000
3900592,아우라지,20191015000000
3900593,구절리,20191015000000
3900594,함백,20191015000000
3900595,추암,20191015000000
3900596,삼척해변,20191015000000
3900597,삼척,20191015000000
3900598,장락,20191015000000
3900599,송학,20191015000000
3900600,입석리,20191015000000
3900601,쌍룡,20191015000000
3900602,연당,20191015000000
3900603,청령포,20191015000000
3900604,영월,20191015000000
3900605,탄부,20191015000000
3900606,연하,20191015000000
3900607,석항,20191015000000
3900608,예미,20191015000000
3900609,조동,20191015000000
3900610,자미원,20191015000000
3900611,민둥산,20191015000000
3900612,사북,20191015000000
3900613,고한,20191015000000
3900614,추전,20191015000000
3900615,태백,20191015000000
3900616,문곡,20191015000000
3900617,태백선분기,20191015000000
3900618,묵호항,20191015000000
3900619,삼화,20191015000000
3900620,범일,20191015000000
3900621,부전,20191015000000
3900622,거제해맞이,20191015000000
3900623,거제,20191015000000
3900624,동래,20191015000000
3900625,안락,20191015000000
3900626,재송,20191015000000
3900627,센텀,20191015000000
3900628,벡스코,20191015000000
3900629,신해운대,20191015000000
3900630,송정,20191015000000
3900631,기장,20191015000000
3900632,일광,20191015000000
3900633,좌천,20191015000000
3900634,월내,20191015000000
3900635,서생,20191015000000
3900636,남창,20191015000000
3900637,덕하,20191015000000
3900638,선암,20191015000000
3900639,태화강,20191015000000
3900640,효문,20191015000000
3900641,호계,20191015000000
3900642,모화,20191015000000
3900643,입실,20191015000000
3900644,죽동,20191015000000
3900645,불국사,20191015000000
3900646,동방,20191015000000
3900647,경주,20191015000000
3900648,나원,20191015000000
3900649,청령,20191015000000
3900650,사방,20191015000000
3900651,안강,20191015000000
3900652,양자동,20191015000000
3900653,부조,20191015000000
3900654,효자,20191015000000
3900655,양학동,20191015000000
3900656,구포항,20191015000000
3900657,온산,20191015000000
3900658,장생포,20191015000000
3900659,울산항,20191015000000
3900660,괴동,20191015000000
3900661,제철,20191015000000
3900662,신창원,20191015000000
3900663,남창원,20191015000000
3900664,성주사,20191015000000
3900665,경화,20191015000000
3900666,진해,20191015000000
3900667,통해,20191015000000
3900668,동촌,20191015000000
3900669,반야월,20191015000000
3900670,금강,20191015000000
3900671,청천,20191015000000
3900672,하양,20191015000000
3900673,금호,20191015000000
3900674,봉정_폐지,20191015000000
3900675,북영천분기,20191015000000
3900676,주례,20191015000000
3900677,가야,20191015000000
3900678,양산화물,20191015000000
3900679,우암,20191015000000
3900680,신선대,20191015000000
3900681,낙동강,20191015000000
3900682,한림정,20191015000000
3900683,진영,20191015000000
3900684,덕산,20191015000000
3900685,창원,20191015000000
3900686,마산,20191015000000
3900687,중리,20191015000000
3900688,산인,20191015000000
3900689,함안,20191015000000
3900690,군북,20191015000000
3900691,원북,20191015000000
3900692,평촌,20191015000000
3900693,진주수목원,20191015000000
3900694,반성,20191015000000
3900695,진성,20191015000000
3900696,갈촌,20191015000000
3900697,남문산,20191015000000
3900698,개양,20191015000000
3900699,진주,20191015000000
3900700,유수,20191015000000
3900701,완사,20191015000000
3900702,다솔사,20191015000000
3900703,북천,20191015000000
3900704,양보,20191015000000
3900705,횡천,20191015000000
3900706,하동,20191015000000
3900707,진상,20191015000000
3900708,옥곡,20191015000000
3900709,골약,20191015000000
3900710,광양,20191015000000
3900711,평화,20191015000000
3900712,원창,20191015000000
3900713,구룡,20191015000000
3900714,벌교,20191015000000
3900715,조성,20191015000000
3900716,예당,20191015000000
3900717,득량,20191015000000
3900718,보성,20191015000000
3900719,광곡,20191015000000
3900720,명봉,20191015000000
3900721,도림,20191015000000
3900722,이양,20191015000000
3900723,입교,20191015000000
3900724,석정리,20191015000000
3900725,능주,20191015000000
3900726,만수,20191015000000
3900727,화순,20191015000000
3900728,앵남,20191015000000
3900729,남평,20191015000000
3900730,효천,20191015000000
3900731,서광주,20191015000000
3900733,동송정신호,20191015000000
3900734,광주선분기,20191015000000
3900735,북송정분기,20191015000000
3900736,지하서울,20191015000000
3900737,시청,20191015000000
3900738,종각,20191015000000
3900739,1종로3가,20191015000000
3900740,종로5가,20191015000000
3900741,1동대,20191015000000
3900742,동묘앞,20191015000000
3900743,신설동,20191015000000
3900744,제기동,20191015000000
3900745,1지청량리,20191015000000
3900746,4하청량리,20191015000000
3900747,2신설,20191015000000
3900748,신답,20191015000000
3900749,용답,20191015000000
3900750,성수,20191015000000
3900751,건대입구,20191015000000
3900752,구의,20191015000000
3900753,강변,20191015000000
3900754,잠실나루,20191015000000
3900755,잠실,20191015000000
3900756,신천,20191015000000
3900757,종합운동장,20191015000000
3900758,2삼성,20191015000000
3900759,2선릉,20191015000000
3900760,역삼,20191015000000
3900761,강남,20191015000000
3900762,2교대,20191015000000
3900763,서초,20191015000000
3900764,방배,20191015000000
3900765,2사당,20191015000000
3900766,낙성대,20191015000000
3900767,서울대,20191015000000
3900768,2봉천,20191015000000
3900769,2신림,20191015000000
3900770,신대방,20191015000000
3900771,구로공단,20191015000000
3900772,대림,20191015000000
3900773,2신도림,20191015000000
3900774,문래,20191015000000
3900775,2영등포구,20191015000000
3900776,당산,20191015000000
3900777,합정,20191015000000
3900778,2홍대입구,20191015000000
3900779,2신촌,20191015000000
3900780,이대,20191015000000
3900781,아현동,20191015000000
3900782,충정로,20191015000000
3900783,2시청,20191015000000
3900784,을지입구,20191015000000
3900785,2을지로3,20191015000000
3900786,을지로4,20191015000000
3900787,2동운동장,20191015000000
3900788,신당,20191015000000
3900789,상왕십리,20191015000000
3900790,2왕십리,20191015000000
3900791,한양대,20191015000000
3900792,뚝섬,20191015000000
3900793,도림천,20191015000000
3900794,양천구청,20191015000000
3900795,신정네거리,20191015000000
3900796,3지축,20191015000000
3900797,구파발,20191015000000
3900798,연신내,20191015000000
3900799,불광,20191015000000
3900800,녹번,20191015000000
3900801,홍제,20191015000000
3900802,무악재,20191015000000
3900803,독립문,20191015000000
3900804,경복궁,20191015000000
3900805,안국,20191015000000
3900806,3종로3가,20191015000000
3900807,3을지로3,20191015000000
3900808,3충무로,20191015000000
3900809,동대입구,20191015000000
3900810,약수,20191015000000
3900811,금호3,20191015000000
3900812,3옥수,20191015000000
3900813,압구정,20191015000000
3900814,신사,20191015000000
3900815,잠원,20191015000000
3900816,고속터미널,20191015000000
3900817,교대,20191015000000
3900818,남부터미널,20191015000000
3900819,양재,20191015000000
3900820,매봉,20191015000000
3900821,3도곡,20191015000000
3900822,대치,20191015000000
3900823,학여울,20191015000000
3900824,대청,20191015000000
3900825,일원,20191015000000
3900826,3수서,20191015000000
3900827,가락시장,20191015000000
3900828,경찰병원,20191015000000
3900829,오금,20191015000000
3900830,당고개,20191015000000
3900831,상계,20191015000000
3900832,노원,20191015000000
3900833,4창동,20191015000000
3900834,쌍문,20191015000000
3900835,수유,20191015000000
3900836,미아,20191015000000
3900837,미아4거리,20191015000000
3900838,길음,20191015000000
3900839,성신여대,20191015000000
3900840,한성대,20191015000000
3900841,혜화,20191015000000
3900842,4동대,20191015000000
3900843,4동운동장,20191015000000
3900844,4충무로,20191015000000
3900845,명동,20191015000000
3900846,회현,20191015000000
3900847,4서울,20191015000000
3900848,숙대입구,20191015000000
3900849,삼각지,20191015000000
3900850,신용산,20191015000000
3900851,4이촌,20191015000000
3900852,동작,20191015000000
3900853,총신대,20191015000000
3900854,사당,20191015000000
3900855,남태령,20191015000000
3900856,방화,20191015000000
3900857,마천,20191015000000
3900858,병점차,20191015000000
3900859,군자기지,20191015000000
3900860,이문차,20191015000000
3900861,문산차,20191015000000
3900862,서동탄,20191015000000
3900863,동해기관,20191015000000
3900864,특별동차,20191015000000
3900865,용산동차,20191015000000
3900866,구로차량,20191015000000
3900867,안산차량,20191015000000
3900868,부곡기분,20191015000000
3900869,대전기관,20191015000000
3900870,김천기관,20191015000000
3900871,대구기관,20191015000000
3900872,청량기관,20191015000000
3900873,성북차분,20191015000000
3900874,익산기관,20191015000000
3900875,가야기관,20191015000000
3900876,경주기관,20191015000000
3900877,인천차분,20191015000000
3900878,마산기관,20191015000000
3900879,창동기지,20191015000000
3900880,시흥기지,20191015000000
3900881,수서기지,20191015000000
3900882,시흥연결,20191015000000
3900883,광명,20191015000000
3900884,천안아산,20191015000000
3900885,청주오송,20191015000000
3900886,대전북연결,20191015000000
3900887,대전남연결,20191015000000
3900888,대구북연결,20191015000000
3900889,고양기지,20191015000000
3900890,부산기지,20191015000000
3900891,광명기지,20191015000000
3900892,부산신항,20191015000000
3900893,신광양항,20191015000000
3900894,김천구미,20191015000000
3900895,신경주,20191015000000
3900896,울산,20191015000000
3900897,부산북,20191015000000
3900898,상봉,20191015000000
3900899,장유,20191015000000
3900900,신진영,20191015000000
3900901,진례,20191015000000
3900902,창원중앙,20191015000000
3900903,고모분기,20191015000000
3900904,오송기지,20191015000000
3900905,고모기지,20191015000000
3900910,외고산,20191015000000
3900912,대구남연결,20191015000000
3900920,북철송장,20191015000000
3900921,평내기지,20191015000000
3900922,갈매,20191015000000
3900923,오빈,20191015000000
3900924,신내,20191015000000
3900925,별내,20191015000000
3900926,서울공항,20191015000000
3900928,공항홍대입구,20191015000000
3900929,디엠씨,20191015000000
3900930,김포공항,20191015000000
3900931,계양,20191015000000
3900932,검암,20191015000000
3900933,운서,20191015000000
3900934,공항화물,20191015000000
3900935,용강신호소,20191015000000
3900936,제진,20191015000000
3900937,감호,20191015000000
3900938,군사분계선,20191015000000
3900960,신이매,20191015000000
3900961,삼동,20191015000000
3900962,경기광주,20191015000000
3900963,초월,20191015000000
3900964,곤지암,20191015000000
3900965,신둔도예촌,20191015000000
3900966,이천,20191015000000
3900967,부발,20191015000000
3900968,세종대왕릉,20191015000000
3900969,여주,20191015000000
3900970,부발차량기,20191015000000
3900984,구성,20191015000000
3900985,신갈,20191015000000
3900986,기흥,20191015000000
3900987,용문기지,20191015000000
3900988,송도,20191015000000
3900989,월곶,20191015000000
3900990,소래포구,20191015000000
3900991,인천논현,20191015000000
3900992,호구포,20191015000000
3900993,남동인더스,20191015000000
3900994,원인재,20191015000000
3900995,연수,20191015000000
3900996,솔안,20191015000000
3900997,서원주,20191015000000
3900998,서울숲,20191015000000
3900999,압구로데오,20191015000000
3901000,강남구청,20191015000000
3901001,선정릉,20191015000000
3901002,상갈,20191015000000
3901003,청명,20191015000000
3901004,영통,20191015000000
3901005,망포,20191015000000
3901006,공덕,20191015000000
3901007,홍대입구,20191015000000
3901008,백마고지,20191015000000
3901009,남철송장,20191015000000
3901010,천마산,20191015000000
3901011,매탄권선,20191015000000
3901012,수원시청,20191015000000
3901013,매교,20191015000000
3901014,신수원,20191015000000
3901016,공항연결,20191015000000
3901017,영종,20191015000000
3901018,청라,20191015000000
3901019,수색연결,20191015000000
3901020,공덕공,20191015000000
3901021,용유기지,20191015000000
3901022,비동,20191015000000
3901023,강매,20191015000000
3901024,달월,20191015000000
3901025,원흥,20191015000000
3901026,공주,20191015000000
3901027,익산북연결,20191015000000
3901028,익산분기,20191015000000
3901029,익산남연결,20191015000000
3901030,광주송북연,20191015000000
3901031,신경주분기,20191015000000
3901032,창내신호장,20191015000000
3901033,신대신호소,20191015000000
3901034,미군기지,20191015000000
3901035,광주기지,20191015000000
3901036,신모량,20191015000000
3901037,신나원,20191015000000
3901038,신안강,20191015000000
3901039,신부조,20191015000000
3901040,포항,20191015000000
3901046,도계솔안,20191015000000
3900959,신판교,20191015000000
3901080,달미,20191015000000
3901052,오시리아,20191015000000
3901054,SR본사,20191015000000
3901075,시흥대야,20191015000000
3901081,선부,20191015000000
3901047,인하대,20191015000000
3901048,숭의,20191015000000
3901049,신포,20191015000000
3901050,신인천,20191015000000
3900974,대전차량사업소,20191015000000
0000924,송도교,20191015000000
3901064,대전차량,20191015000000
3901053,부산전동차,20191015000000
3901063,인천공항T2,20191015000000
3901087,영일만항,20191015000000
3901085,청량신호B,20191015000000
3901086,청량신호C,20191015000000
3901076,신신천,20191015000000
3901079,시흥능곡,20191015000000
3901065,월포,20191015000000
3901066,장사,20191015000000
3901067,강구,20191015000000
3901068,영덕,20191015000000
3901042,SR분기,20191015000000
3901043,수서,20191015000000
3901044,동탄,20191015000000
3901045,지제,20191015000000
3901057,횡성,20191015000000
3901058,둔내,20191015000000
3901059,평창,20191015000000
3901060,진부,20191015000000
3901061,대관령,20191015000000
3901062,남강릉,20191015000000
3901041,야당,20191015000000
3900140,동화,20191015000000
3900977,익산차량사업소,20191015000000
3901071,청량신호소,20191015000000
3900927,인천공항T1,20191015000000
3901073,원시,20191015000000
3901074,소새울,20191015000000
3901077,신신현,20191015000000
3901078,시흥시청,20191015000000
3901084,마곡나루,20191015000000
3901051,부산교대,20191015000000
3901072,신소사,20191015000000
3901082,신초지,20191015000000
3901083,원곡,20191015000000
3900980,가야차량,20191015000000
3901055,S성남,20191015000000
3901056,S용인,20191015000000
3901069,강릉차분기,20191015000000
3901070,강릉기지,20191015000000
0000901,공항,20191016000000
0000902,공항서울,20191016000000
0000903,제주,20191016000000
0000904,장항,20191016000000
0000905,울릉도,20191016000000
0000909,서울,20191016000000
0000911,공덕,20191016000000
0000912,김포공항,20191016000000
0000913,계양,20191016000000
0000914,검암,20191016000000
0000915,운서,20191016000000
0000916,공항화물,20191016000000
0000999,기타,20191016000000
3900000,본사,20191016000000
3900001,서지청,20191016000000
3900002,대지청,20191016000000
3900003,순지청,20191016000000
3900004,영지청,20191016000000
3900005,부지청,20191016000000
3900006,서열소,20191016000000
3900007,량열소,20191016000000
3900008,구로열차소,20191016000000
3900009,대열소,20191016000000
3900010,천안열분,20191016000000
3900011,김천열분,20191016000000
3900012,순열소,20191016000000
3900013,익산열분,20191016000000
3900014,광주열분,20191016000000
3900015,영열소,20191016000000
3900016,제천열분,20191016000000
3900017,안동열주,20191016000000
3900018,동열소,20191016000000
3900019,부열소,20191016000000
3900020,대구열분,20191016000000
3900021,마산열분,20191016000000
3900022,경주열분,20191016000000
3900023,서울,20191016000000
3900024,남영,20191016000000
3900025,용산,20191016000000
3900026,용산경부분,20191016000000
3900027,노량진,20191016000000
3900028,대방,20191016000000
3900029,신길,20191016000000
3900030,영등포,20191016000000
3900031,신도림,20191016000000
3900032,구로,20191016000000
3900033,구로경부분,20191016000000
3900034,가산디지털,20191016000000
3900035,독산,20191016000000
3900036,금천구청,20191016000000
3900037,석수,20191016000000
3900038,관악,20191016000000
3900039,안양,20191016000000
3900040,명학,20191016000000
3900041,금정,20191016000000
3900042,군포,20191016000000
3900043,당정,20191016000000
3900044,의왕,20191016000000
3900045,성균관대,20191016000000
3900046,화서,20191016000000
3900047,수원,20191016000000
3900048,세류,20191016000000
3900049,병점,20191016000000
3900050,세마,20191016000000
3900051,오산대,20191016000000
3900052,오산,20191016000000
3900053,진위,20191016000000
3900054,송탄,20191016000000
3900055,서정리,20191016000000
3900056,지제,20191016000000
3900057,평택,20191016000000
3900058,성환,20191016000000
3900059,직산,20191016000000
3900060,두정,20191016000000
3900061,천안,20191016000000
3900062,소정리,20191016000000
3900063,전의,20191016000000
3900064,전동,20191016000000
3900065,서창,20191016000000
3900066,조치원,20191016000000
3900067,내판,20191016000000
3900068,부강,20191016000000
3900069,매포,20191016000000
3900070,신탄진,20191016000000
3900071,회덕,20191016000000
3900072,대전조차장,20191016000000
3900073,대전,20191016000000
3900074,세천,20191016000000
3900075,옥천,20191016000000
3900076,이원,20191016000000
3900077,지탄,20191016000000
3900078,심천,20191016000000
3900079,각계,20191016000000
3900080,영동,20191016000000
3900081,황간,20191016000000
3900082,추풍령,20191016000000
3900083,신암,20191016000000
3900084,직지사,20191016000000
3900085,김천,20191016000000
3900086,대신,20191016000000
3900087,아포,20191016000000
3900088,구미,20191016000000
3900089,사곡,20191016000000
3900090,약목,20191016000000
3900091,왜관,20191016000000
3900092,연화,20191016000000
3900093,신동,20191016000000
3900094,지천,20191016000000
3900095,대구,20191016000000
3900096,동대구,20191016000000
3900097,고모,20191016000000
3900098,가천,20191016000000
3900099,경산,20191016000000
3900100,삼성,20191016000000
3900101,남성현,20191016000000
3900102,청도,20191016000000
3900103,신거,20191016000000
3900104,상동,20191016000000
3900105,밀양,20191016000000
3900106,미전,20191016000000
3900107,삼랑진,20191016000000
3900108,원동,20191016000000
3900109,물금,20191016000000
3900110,화명,20191016000000
3900111,구포,20191016000000
3900112,사상,20191016000000
3900113,부산진,20191016000000
3900114,부산,20191016000000
3900115,중랑,20191016000000
3900116,망우,20191016000000
3900117,1양원,20191016000000
3900118,동교,20191016000000
3900119,구리,20191016000000
3900120,도농,20191016000000
3900121,1양정,20191016000000
3900122,덕소,20191016000000
3900123,도심,20191016000000
3900124,팔당,20191016000000
3900125,운길산,20191016000000
3900126,양수,20191016000000
3900127,신원,20191016000000
3900128,국수,20191016000000
3900129,아신,20191016000000
3900130,양평,20191016000000
3900131,원덕,20191016000000
3900132,용문,20191016000000
3900133,지평,20191016000000
3900134,석불,20191016000000
3900135,일신,20191016000000
3900136,매곡,20191016000000
3900137,양동,20191016000000
3900138,삼산,20191016000000
3900139,간현,20191016000000
3900141,만종,20191016000000
3900142,원주,20191016000000
3900143,유교,20191016000000
3900144,반곡,20191016000000
3900145,금교,20191016000000
3900146,치악,20191016000000
3900147,창교,20191016000000
3900148,신림,20191016000000
3900149,연교,20191016000000
3900150,구학,20191016000000
3900151,봉양,20191016000000
3900152,제천조차장,20191016000000
3900153,제천,20191016000000
3900154,고명,20191016000000
3900155,삼곡,20191016000000
3900156,도담,20191016000000
3900157,단양,20191016000000
3900158,단성,20191016000000
3900159,죽령,20191016000000
3900160,희방사,20191016000000
3900161,풍기,20191016000000
3900162,안정,20191016000000
3900163,북영주,20191016000000
3900164,영주,20191016000000
3900165,문수,20191016000000
3900166,승문,20191016000000
3900167,평은,20191016000000
3900168,옹천,20191016000000
3900169,마사,20191016000000
3900170,이하,20191016000000
3900171,서지,20191016000000
3900172,안동,20191016000000
3900173,무릉,20191016000000
3900174,운산,20191016000000
3900175,단촌,20191016000000
3900176,업동,20191016000000
3900177,의성,20191016000000
3900178,비봉,20191016000000
3900179,탑리,20191016000000
3900180,우보,20191016000000
3900181,화본,20191016000000
3900182,봉림,20191016000000
3900183,갑현,20191016000000
3900184,신녕,20191016000000
3900185,화산,20191016000000
3900186,북영천,20191016000000
3900187,영천,20191016000000
3900188,송포,20191016000000
3900189,임포,20191016000000
3900190,아화,20191016000000
3900191,건천,20191016000000
3900192,모량,20191016000000
3900193,율동,20191016000000
3900194,서경주,20191016000000
3900195,서대전,20191016000000
3900196,가수원,20191016000000
3900197,흑석리,20191016000000
3900198,원정,20191016000000
3900199,계룡,20191016000000
3900200,신도,20191016000000
3900201,개태사,20191016000000
3900202,연산,20191016000000
3900203,부황,20191016000000
3900204,논산,20191016000000
3900205,채운,20191016000000
3900206,강경,20191016000000
3900207,용동,20191016000000
3900208,함열,20191016000000
3900209,다산,20191016000000
3900210,황등,20191016000000
3900211,익산,20191016000000
3900212,부용,20191016000000
3900213,와룡,20191016000000
3900214,김제,20191016000000
3900215,감곡,20191016000000
3900216,신태인,20191016000000
3900217,초강,20191016000000
3900218,정읍,20191016000000
3900219,천원,20191016000000
3900220,노령,20191016000000
3900221,백양사,20191016000000
3900222,신흥리,20191016000000
3900223,안평,20191016000000
3900224,장성,20191016000000
3900225,옥정,20191016000000
3900226,임곡,20191016000000
3900227,하남,20191016000000
3900228,북송정,20191016000000
3900229,광주송정,20191016000000
3900230,노안,20191016000000
